"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.096004681E1,3.013823628E-1,-1.999835968E0,5.286276340E-3,2.022425072E0
4.097009400E1,3.473655879E-1,-2.332877636E0,5.778735876E-2,2.359305045E0
4.098032806E1,3.460065722E-1,-2.677589417E0,5.889898539E-2,2.700495273E0
4.099024472E1,4.161953032E-1,-3.010142326E0,3.270060420E-1,3.056322677E0
4.100034592E1,3.004530668E-1,-3.278300762E0,2.602633238E-1,3.302312058E0
4.101239785E1,4.807974100E-1,-3.584680080E0,4.150861502E-2,3.617018163E0
4.102007191E1,5.226905942E-1,-3.770468712E0,-4.402571917E-2,3.806780533E0
4.103054144E1,4.229464531E-1,-4.055795670E0,-1.084147692E-1,4.079229827E0
4.104022759E1,3.171266317E-1,-4.362034321E0,-8.687651157E-2,4.374409702E0
4.105041467E1,3.049510717E-1,-4.465149403E0,-1.546467543E-1,4.478221741E0
4.106008150E1,2.569662333E-1,-4.589390278E0,-1.137784719E-1,4.597986549E0
4.107019603E1,3.549882174E-1,-4.637560844E0,2.104979753E-2,4.651175154E0
4.108045748E1,2.305453122E-1,-4.627821922E0,1.183654666E-1,4.635072520E0
4.109010467E1,3.159021139E-1,-4.648649216E0,4.027587175E-2,4.659544594E0
4.110011629E1,4.013444185E-1,-4.581396580E0,-9.130030870E-2,4.599848662E0
4.111254853E1,2.649221718E-1,-4.440686703E0,-6.175553799E-2,4.449010665E0
4.112006368E1,2.170395851E-1,-4.440453053E0,-5.941367149E-2,4.446151086E0
4.113043780E1,9.651380777E-2,-4.157209873E0,-8.384501934E-2,4.159175259E0
4.114044436E1,1.350454390E-1,-3.946228027E0,-1.767212749E-1,3.952490775E0
4.115013842E1,6.603622437E-2,-3.704768181E0,-4.292058945E-2,3.705605245E0
4.116016076E1,9.497043490E-2,-3.369485378E0,1.495392323E-1,3.374138865E0
4.117036150E1,8.301749825E-2,-3.089354515E0,1.520202160E-1,3.094206420E0
4.118005785E1,1.687519252E-1,-3.089307785E0,1.527405977E-1,3.097681309E0
4.119013452E1,1.200063825E-1,-2.422689915E0,3.699439764E-2,2.425942402E0
4.120002066E1,1.195043921E-1,-2.135311127E0,3.800165653E-2,2.138990190E0
4.121065462E1,3.601835668E-2,-1.745243073E0,-4.186397791E-2,1.746116633E0
4.122027754E1,9.289326519E-2,-1.294986725E0,-1.262373328E-1,1.304436906E0
4.123022056E1,9.840959311E-2,-8.556118011E-1,-1.875653267E-1,8.814401591E-1
4.124033702E1,9.758856893E-2,-4.340744019E-1,-1.856755614E-1,4.820990865E-1
4.125061004E1,2.085147053E-1,6.013736725E-1,2.667776942E-1,6.901441983E-1
4.126030061E1,2.066193223E-1,6.011323929E-1,2.638243437E-1,6.882259676E-1
4.127017811E1,2.282731831E-1,1.477228165E0,-1.122989655E-1,1.498973900E0
4.128010712E1,2.261781842E-1,1.477238655E0,-1.125128269E-1,1.498682672E0
4.129025259E1,8.948925138E-2,2.144734383E0,-3.559951186E-1,2.175919673E0
4.130057144E1,1.458515376E-1,2.489720345E0,-4.305416346E-1,2.530878536E0
4.131042155E1,6.739963591E-2,2.811826706E0,-3.165296316E-1,2.830389221E0
4.132119550E1,6.735277176E-2,3.070322037E0,-2.502361536E-1,3.081238702E0
4.133042769E1,-2.122803032E-2,3.285986900E0,-3.567442894E-1,3.305363373E0
4.134026123E1,-5.799511075E-2,3.573591232E0,-6.505540609E-1,3.632786577E0
4.135034847E1,-1.606065333E-1,3.679320335E0,-7.518279552E-1,3.758781433E0
4.136003306E1,-2.606824040E-1,3.895084381E0,-7.594451904E-1,3.976983109E0
4.137080998E1,-3.325922787E-1,3.952853203E0,-7.464259863E-1,4.036436277E0
4.138060712E1,-4.132058024E-1,4.048707008E0,-6.011782885E-1,4.113901167E0
4.139023092E1,-4.372788668E-1,4.027830124E0,-5.199074745E-1,4.084719341E0
4.140003535E1,-4.411007464E-1,4.027484894E0,-2.540191412E-1,4.059523391E0
4.141054014E1,-3.973462880E-1,3.996484756E0,-1.887691021E-1,4.020622869E0
4.142006889E1,-3.922886848E-1,3.919647217E0,-3.145731688E-1,3.951769350E0
4.143149884E1,-4.228300452E-1,3.688444138E0,-2.935174704E-1,3.724185536E0
4.144032441E1,-4.081739485E-1,3.563723564E0,-2.755444050E-1,3.597590351E0
4.145048420E1,-3.654836118E-1,3.276127815E0,-1.625961065E-1,3.300458942E0
4.146001113E1,-3.778869808E-1,3.066627502E0,-2.405679226E-2,3.089916105E0
4.147017113E1,-2.880910337E-1,2.874587059E0,7.746219635E-2,2.890025535E0
4.148004457E1,-2.622912824E-1,2.513751030E0,3.512984514E-1,2.551695820E0
4.149075837E1,-1.453340948E-1,2.302517891E0,2.223610878E-1,2.317790994E0
4.150064754E1,-8.654749393E-2,1.957448959E0,5.712664127E-2,1.960193957E0
4.151036832E1,-1.110986769E-1,1.671859741E0,8.430910110E-2,1.677666813E0
4.152043113E1,-1.257456839E-1,1.197244644E0,4.839181900E-2,1.204802259E0
4.153050420E1,-1.149732769E-1,8.140134811E-1,1.870441437E-2,8.223056956E-1
4.154034035E1,-1.028971672E-1,3.915414810E-1,5.359566212E-2,4.083687713E-1
4.155052467E1,-1.401797533E-1,-1.064491272E-1,-3.226017952E-2,1.789483140E-1
4.156006613E1,-1.382182837E-1,-6.623830795E-1,1.338639259E-1,6.897645893E-1
4.157079040E1,-1.375491619E-1,-1.026324272E0,1.338781118E-1,1.044119070E0
4.158028649E1,-1.370209754E-1,-1.447599411E0,4.862523079E-2,1.454882544E0
4.159048696E1,-1.883267313E-1,-1.869498253E0,9.241330624E-2,1.881231218E0
4.160049623E1,-2.162472755E-1,-2.233259678E0,9.372651577E-2,2.245661669E0
4.161011879E1,-2.207230031E-1,-2.564168453E0,1.911145449E-1,2.580736963E0
4.162138311E1,-1.968030930E-1,-2.850233078E0,2.140923738E-1,2.865029773E0
4.163015707E1,-1.962407231E-1,-3.137444973E0,3.201760054E-1,3.159839245E0
4.164027915E1,-2.291625440E-1,-3.415541172E0,4.868029952E-1,3.457660210E0
4.165058941E1,-2.285082340E-1,-3.722033501E0,5.728743076E-1,3.772788672E0
4.166015853E1,-2.279153466E-1,-3.971035004E0,5.729423761E-1,4.018622571E0
4.167053238E1,-1.849055588E-1,-4.124639988E0,4.539843798E-1,4.153666683E0
4.168241050E1,-1.864454746E-1,-4.326452732E0,3.760699034E-1,4.346767043E0
4.169043998E1,-2.050204575E-1,-4.412519932E0,4.440246820E-1,4.439540906E0
4.170003457E1,-1.353382170E-1,-4.462826252E0,5.084188581E-1,4.493731670E0
4.171054238E1,-1.350008547E-1,-4.548896313E0,4.709655046E-1,4.575203974E0
4.172058353E1,-1.346676797E-1,-4.548847675E0,5.862482786E-1,4.588446099E0
4.173021561E1,-1.242661923E-1,-4.456294537E0,5.863385797E-1,4.496420356E0
4.174028597E1,-7.690082490E-2,-4.313648701E0,6.187085509E-1,4.358472109E0
4.175052665E1,-6.712925434E-2,-4.045452118E0,5.137073398E-1,4.078490457E0
4.176035972E1,-6.693807244E-2,-4.045402527E0,5.140536427E-1,4.078481759E0
4.177096608E1,-3.123973869E-2,-3.500873089E0,4.101847410E-1,3.524959550E0
4.178047660E1,-3.113229573E-2,-3.500800610E0,4.106879234E-1,3.524945205E0
4.179039597E1,2.440034226E-2,-3.024032593E0,3.390933275E-1,3.043082776E0
4.180002155E1,4.168455303E-2,-3.025950432E0,3.255206347E-1,3.043694679E0
4.181074009E1,5.094565451E-2,-2.336468220E0,3.826313019E-1,2.368139758E0
4.182053040E1,5.062996969E-2,-2.336457729E0,3.156857491E-1,2.358231457E0
4.183188462E1,8.449779451E-2,-1.699211121E0,2.067476511E-1,1.713826975E0
4.184031405E1,8.394712210E-2,-1.699186325E0,2.069427967E-1,1.713798882E0
4.185038452E1,4.538535327E-2,-8.411502838E-1,-1.292936802E-1,8.522385147E-1
4.186022176E1,1.019903868E-1,-3.142814636E-1,-8.986663818E-2,3.424191730E-1
4.187065014E1,8.379656076E-2,2.432918549E-2,-8.102631569E-2,1.190757603E-1
4.188006285E1,8.297492564E-2,5.700597763E-1,4.240810871E-2,5.776256872E-1
4.189048748E1,6.944197416E-2,9.754571915E-1,1.618992090E-1,9.912367397E-1
4.190074910E1,6.860649586E-2,1.348532677E0,1.681833267E-1,1.360710426E0
4.191019858E1,3.925345093E-2,1.807799339E0,1.073825359E-1,1.811411133E0
4.192062165E1,-1.164159179E-2,2.028344154E0,-4.222750664E-2,2.028817069E0
4.193038155E1,7.029458880E-3,2.372859955E0,-7.306146622E-2,2.373994894E0
4.194031316E1,6.499096751E-3,2.669473648E0,-9.447562695E-2,2.671152830E0
4.195043103E1,2.168026567E-2,2.979006767E0,-1.266499758E-1,2.981776579E0
4.196010446E1,-1.209932566E-2,3.110511780E0,-1.324102879E-1,3.113352279E0
4.197075259E1,2.522504330E-2,3.435724258E0,-4.026508331E-2,3.436052788E0
4.198013702E1,3.162284195E-2,3.634650230E0,-1.182382107E-1,3.636710406E0
4.199011446E1,4.941295087E-2,3.864255905E0,-2.160784006E-1,3.870607861E0
4.200006243E1,5.140691251E-2,3.931065559E0,-3.127723932E-1,3.943823738E0
4.201073462E1,9.738471359E-2,3.998060226E0,-3.990684748E-1,4.019107489E0
4.202024952E1,6.713329256E-2,3.959830284E0,-4.938330650E-1,3.991069262E0
4.203010957E1,1.224576309E-1,4.055642128E0,-4.834846258E-1,4.086194602E0
4.204052931E1,9.568997473E-2,3.960214615E0,-4.762648344E-1,3.989897813E0
4.205050629E1,8.652545512E-2,3.806830406E0,-4.670081139E-1,3.836344741E0
4.206046045E1,1.229876801E-1,3.663242340E0,-4.565796852E-1,3.693634446E0
4.207077509E1,1.212680787E-1,3.461824417E0,-5.635627508E-1,3.509492444E0
4.208037676E1,1.385576427E-1,3.347114563E0,-5.613077879E-1,3.396680814E0
4.209032472E1,9.062955528E-2,3.038689613E0,-5.699141622E-1,3.093000232E0
4.210051785E1,1.273748875E-1,2.789876938E0,-4.817557931E-1,2.834030052E0
4.211026952E1,9.410069883E-2,2.537918091E0,-4.821134806E-1,2.585017715E0
4.212032389E1,4.558532685E-2,2.202790260E0,-2.898985744E-1,2.222252042E0
4.213057238E1,3.466540202E-2,1.873179436E0,-2.066085935E-1,1.884858085E0
4.214052134E1,5.756922066E-3,1.518849373E0,-1.585925817E-1,1.527117601E0
4.215038149E1,4.085594416E-2,1.170817375E0,-1.360149980E-1,1.179399260E0
4.216036191E1,2.468794584E-3,7.112531662E-1,-2.304300070E-1,7.476530944E-1
4.217009118E1,-2.358481288E-2,2.777690887E-1,-1.717415452E-1,3.274249050E-1
4.218004602E1,-2.340622246E-2,-2.391748428E-1,-2.843877673E-1,3.723289660E-1
4.219019368E1,-4.475112259E-2,-7.008447647E-1,-3.060099483E-1,7.660470845E-1
4.220048738E1,-8.245143294E-2,-1.122035027E0,-2.176851034E-1,1.145926544E0
4.221325123E1,-1.398501992E-1,-1.947126389E0,7.284140587E-2,1.953500735E0
4.222026514E1,-1.389271021E-1,-1.947072983E0,7.340419292E-2,1.953402702E0
4.223006702E1,-9.043873847E-2,-2.253469944E0,7.409572601E-2,2.256500860E0
4.224016655E1,-1.365693957E-1,-2.597781658E0,3.317749500E-2,2.601580575E0
4.225010858E1,-1.358183920E-1,-2.923269272E0,-1.326960325E-2,2.926452794E0
4.226082576E1,-1.770016849E-1,-3.189668179E0,5.846917629E-3,3.194580860E0
4.227029155E1,-1.476037502E-1,-3.534310818E0,2.642846107E-2,3.537490394E0
4.228004196E1,-1.528413892E-1,-3.742729187E0,4.770821333E-2,3.746152470E0
4.229134972E1,-1.809236109E-1,-4.163997173E0,8.733314276E-2,4.168840713E0
4.229999816E1,-2.356950045E-1,-4.161489010E0,1.072911024E-1,4.169538859E0
4.231046504E1,-2.063460499E-1,-4.439067364E0,2.280879021E-2,4.443919215E0
4.232091405E1,-2.057383358E-1,-4.438902378E0,-1.362264156E-2,4.443688576E0
4.233027556E1,-2.148382813E-1,-4.472765446E0,6.132304668E-3,4.477926286E0
4.234020957E1,-2.143629044E-1,-4.472596645E0,8.006274700E-3,4.477737856E0
4.235045696E1,-1.566641033E-1,-4.424503803E0,-7.593554258E-2,4.427927704E0
4.236112540E1,-2.517779469E-1,-4.305490971E0,-5.242222548E-2,4.313165047E0
4.237063181E1,-2.226444632E-1,-4.219140530E0,3.554457426E-2,4.225160445E0
4.238003691E1,-2.680227160E-1,-4.217706203E0,3.353583813E-2,4.226346702E0
4.239015082E1,-2.673872113E-1,-3.853641510E0,3.526294231E-2,3.863067730E0
4.240033446E1,-3.120710850E-1,-3.593936443E0,7.619082928E-2,3.608264481E0
4.241043467E1,-2.539556623E-1,-3.325628757E0,-1.767790318E-2,3.335357945E0
4.242073936E1,-2.532221675E-1,-2.999874115E0,-1.587820053E-2,3.010584377E0
4.243025202E1,-2.950625420E-1,-2.674299240E0,-3.566557169E-2,2.690763899E0
4.244004352E1,-2.938814163E-1,-2.377311230E0,-3.398352861E-2,2.395648106E0
4.245022483E1,-3.093690872E-1,-2.062052727E0,-2.120608091E-2,2.085238686E0
4.246020978E1,-3.342770934E-1,-1.737623215E0,-8.155465126E-3,1.769503355E0
4.247036108E1,-3.322248459E-1,-1.306606293E0,-1.117713451E-1,1.352806781E0
4.248014066E1,-3.552645743E-1,-9.439268112E-1,-1.509421468E-1,1.019801095E0
4.249214441E1,-3.714489937E-1,-4.076118469E-1,-1.684029698E-1,5.766119431E-1
4.249999457E1,-3.586781621E-1,1.381835938E-1,-1.006048918E-1,3.973236386E-1
4.251050592E1,-3.617253304E-1,5.393295288E-1,-8.024680614E-2,6.543402060E-1
4.252042936E1,-3.615136743E-1,9.604568481E-1,-6.420618296E-2,1.028247017E0
4.253046144E1,-4.332772791E-1,1.333688736E0,-6.479918957E-2,1.403799765E0
4.254039743E1,-4.513025284E-1,1.697878838E0,-4.881966114E-2,1.757512412E0
4.255042602E1,-5.027087331E-1,2.013592720E0,-1.071528196E-1,2.078161072E0
4.255998425E1,-4.743013084E-1,2.331635475E0,-1.996011138E-1,2.387745029E0
4.257045670E1,-5.250774622E-1,2.590023041E0,-3.044192791E-1,2.660187360E0
4.258057983E1,-5.562567711E-1,2.848443985E0,-3.704714775E-1,2.925799694E0
4.259009769E1,-4.822392464E-1,3.112383842E0,-4.360803366E-1,3.179568199E0
4.260004071E1,-4.851943254E-1,3.294329643E0,-5.203058720E-1,3.370272917E0
4.261020691E1,-4.583355188E-1,3.545695305E0,-5.625066757E-1,3.619176758E0
4.262037712E1,-4.549019635E-1,3.662839890E0,-4.833649397E-1,3.722495603E0
4.263048113E1,-4.389405847E-1,3.815928459E0,-4.637061357E-1,3.868979481E0
4.264005478E1,-3.758999407E-1,3.892478943E0,-5.106253624E-1,3.943783887E0
4.265036472E1,-3.134182990E-1,3.894265175E0,-4.955737591E-1,3.938162723E0
4.266009280E1,-2.802006900E-1,3.970733643E0,-4.286544323E-1,4.003621200E0
4.267074170E1,-2.259740531E-1,3.866060257E0,-4.904766083E-1,3.903594944E0
4.268012452E1,-1.814576834E-1,3.836744308E0,-4.079260826E-1,3.862633489E0
4.269020285E1,-1.309199333E-1,3.750417709E0,-3.701417446E-1,3.770912083E0
4.270012498E1,-1.170225739E-1,3.528905869E0,-2.533689737E-1,3.539924681E0
4.271036405E1,-1.527853012E-1,3.260499954E0,-1.975868940E-1,3.270052581E0
4.272025519E1,-1.409406364E-1,3.059103966E0,-1.325649023E-1,3.065216924E0
4.273029097E1,-1.314114630E-1,2.799420357E0,-6.484246254E-2,2.803253084E0
4.274013170E1,-1.296252012E-1,2.502186775E0,2.806830406E-2,2.505699340E0
4.275021259E1,-9.708793461E-2,2.253691673E0,-2.671897411E-2,2.255940187E0
4.276022530E1,-1.148827225E-1,1.908657074E0,3.808891773E-2,1.912490688E0
4.277055691E1,-1.421003193E-1,1.621103287E0,5.519533157E-2,1.628255168E0
4.278012899E1,-1.027587280E-1,1.175675392E0,1.828160882E-1,1.194233522E0
4.279043352E1,-1.494311541E-1,3.710765839E-1,1.050336361E-1,4.135934787E-1
4.280042936E1,-1.482474357E-1,3.709363937E-1,1.039057970E-1,4.127560115E-1
4.281048207E1,-9.743623435E-2,-8.030986786E-2,-1.376763582E-1,1.868107980E-1
4.282052639E1,-1.252970546E-1,-6.260089874E-1,-1.361973286E-1,6.527911738E-1
4.283040550E1,-8.350093663E-2,-1.520263672E0,9.335124493E-2,1.525414204E0
4.284023280E1,-1.114976555E-1,-1.520181656E0,9.397888184E-2,1.527159463E0
4.285044566E1,-1.108113751E-1,-2.190507412E0,2.092816830E-1,2.203270457E0
4.286004384E1,-1.101404503E-1,-2.190455914E0,2.096813917E-1,2.203223619E0
4.287083425E1,-2.480387688E-3,-2.728079796E0,2.802915573E-1,2.742442138E0
4.288005326E1,1.680731773E-2,-2.724202156E0,3.076388836E-1,2.741569178E0
4.289037670E1,1.689594984E-2,-3.375349522E0,3.464915752E-1,3.393129275E0
4.290030540E1,1.697035879E-2,-3.375277996E0,3.565956354E-1,3.394105183E0
4.291010816E1,6.473052502E-2,-3.844437599E0,3.573490381E-1,3.861552645E0
4.292054358E1,1.331183910E-1,-4.031647682E0,3.860934973E-1,4.052279819E0
4.293011009E1,1.708951592E-1,-4.108154774E0,3.869121075E-1,4.129871884E0
4.294049952E1,1.479482353E-1,-4.298354626E0,4.140716791E-1,4.320786563E0
4.295038764E1,1.475815326E-1,-4.355709553E0,4.244437814E-1,4.378828444E0
4.295998300E1,1.701986194E-1,-4.451377392E0,4.226850867E-1,4.474638638E0
4.297057894E1,1.983948350E-1,-4.451267719E0,4.235346913E-1,4.475771046E0
4.298012806E1,1.692250818E-1,-4.384086132E0,3.767024279E-1,4.403493279E0
4.299033097E1,1.925119609E-1,-4.279768467E0,3.952285051E-1,4.302288293E0
4.300034852E1,1.919666976E-1,-4.126430988E0,3.960725069E-1,4.149838231E0
4.301040056E1,2.178840339E-1,-3.975667953E0,3.267416954E-1,3.995018056E0
4.302050092E1,2.171778232E-1,-3.745708466E0,3.276909590E-1,3.766281917E0
4.303023993E1,2.128775865E-1,-3.538553715E0,2.977988720E-1,3.557437762E0
4.304050212E1,1.740376353E-1,-3.308614254E0,2.986048460E-1,3.326617236E0
4.305052280E1,1.734472215E-1,-3.011663437E0,2.992151976E-1,3.031456800E0
4.306005832E1,1.329699755E-1,-2.731117249E0,2.048119307E-1,2.742012102E0
4.307073743E1,1.397344172E-1,-2.427054882E0,1.847370863E-1,2.438083038E0
4.308029722E1,1.106290817E-1,-2.034369469E0,2.042531967E-1,2.047588166E0
4.309047665E1,5.927482247E-2,-1.800771713E0,8.923280239E-2,1.803955310E0
4.310009415E1,3.059318662E-2,-1.398417473E0,2.325236797E-2,1.398945333E0
4.311008394E1,1.171898842E-2,-1.023330688E0,-1.183092594E-1,1.030213625E0
4.312080691E1,-1.677888632E-2,-4.964666367E-1,-8.842003345E-2,5.045579795E-1
4.313044936E1,-1.658922434E-2,-5.591487885E-2,-1.169359684E-2,5.948458832E-2
4.314010290E1,-5.519360304E-3,4.427652359E-1,-8.252739906E-3,4.428765349E-1
4.315067738E1,-2.603895962E-2,8.406238556E-1,3.170204163E-2,8.416243304E-1
4.316031405E1,-1.655548811E-2,1.271409035E0,3.965544701E-2,1.272135045E0
4.317084681E1,3.074356914E-2,1.587263107E0,-2.654790878E-4,1.587560836E0
4.318010915E1,-1.571819186E-2,1.952920914E0,-6.610816717E-2,1.954102722E0
4.319041878E1,-2.126344293E-2,2.237474442E0,-1.474629045E-1,2.242429334E0
4.320064602E1,-1.185986400E-2,2.505536079E0,-1.483820677E-1,2.509953972E0
4.321037972E1,4.482625425E-2,2.802347183E0,-2.064910531E-1,2.810302063E0
4.322004790E1,8.188301325E-2,3.051324844E0,-2.831540704E-1,3.065528398E0
4.323019623E1,2.965685353E-2,3.259788513E0,-3.673334122E-1,3.280553995E0
4.324045498E1,8.034420758E-2,3.479723930E0,-3.711864352E-1,3.500387578E0
4.325063316E1,1.080219522E-1,3.652254105E0,-4.845420122E-1,3.685839083E0
4.326006993E1,1.164084747E-1,3.872652054E0,-4.831726551E-1,3.904412975E0
4.327023222E1,2.485706657E-2,3.901146889E0,-5.359546542E-1,3.937869007E0
4.328040050E1,-4.736741632E-2,3.776556015E0,-5.765661001E-1,3.820608260E0
4.329023467E1,-4.644236714E-2,3.834272385E0,-6.215966344E-1,3.884608602E0
4.330014373E1,-6.116602570E-2,3.804014206E0,-6.973034143E-1,3.867880222E0
4.331051300E1,-1.168963909E-1,3.766023636E0,-6.936061978E-1,3.831147132E0
4.332009024E1,-1.619472504E-1,3.572167397E0,-6.724528670E-1,3.638516137E0
4.333081519E1,-1.598417908E-1,3.438368797E0,-6.403181553E-1,3.501133634E0
4.334035905E1,-2.432516217E-1,3.199205399E0,-6.083745360E-1,3.265609608E0
4.335037228E1,-2.554396987E-1,2.993355751E0,-5.406332612E-1,3.052492820E0
4.336026748E1,-3.475797772E-1,2.667891502E0,-4.617612362E-1,2.729776586E0
4.337038597E1,-4.288689494E-1,2.175269127E0,-4.316543937E-1,2.258771760E0
4.338053540E1,-4.246962965E-1,2.175394058E0,-4.293063879E-1,2.257655914E0
4.339019655E1,-4.337216020E-1,1.885928154E0,-3.961936831E-1,1.975299690E0
4.340036436E1,-4.108107090E-1,1.512549400E0,-3.938091993E-1,1.616062131E0
4.341043790E1,-4.508206844E-1,7.256746292E-1,-2.240762711E-1,8.832061663E-1
4.342084587E1,-4.471149743E-1,7.256975174E-1,-2.227352262E-1,8.809992440E-1
4.343004316E1,-3.582311273E-1,-1.073684692E-1,-3.257408738E-1,4.959482287E-1
4.344042181E1,-4.352489710E-1,-1.075019836E-1,-3.528488874E-1,5.705266695E-1
4.345050410E1,-3.277892768E-1,-9.980335236E-1,-3.121033311E-1,1.095867334E0
4.346003274E1,-4.111599624E-1,-9.955873489E-1,-3.140190244E-1,1.121986912E0
4.347083467E1,-4.158987403E-1,-1.779923439E0,-2.169172764E-1,1.840693433E0
4.348075993E1,-3.949080706E-1,-2.191668034E0,-1.671932936E-1,2.233229668E0
4.349006769E1,-4.157976508E-1,-2.456090450E0,-1.315677762E-1,2.494509584E0
4.350053962E1,-3.760972917E-1,-2.724164963E0,-1.774525642E-1,2.755723740E0
4.351015858E1,-4.246565104E-1,-3.075027466E0,-1.967070699E-1,3.110437387E0
4.352054983E1,-3.757138252E-1,-3.295222759E0,-1.183153987E-1,3.318682336E0
4.353039363E1,-4.275841713E-1,-3.550289631E0,-9.881931543E-2,3.577310434E0
4.354019748E1,-3.884105682E-1,-3.712992668E0,-1.733258367E-1,3.737274297E0
4.355040790E1,-4.428105950E-1,-3.958009720E0,-1.246536970E-1,3.984653148E0
4.356031108E1,-4.419639111E-1,-4.139876842E0,-1.322678924E-1,4.165502030E0
4.357039248E1,-4.534276724E-1,-4.290030003E0,-1.159116030E-1,4.315482543E0
4.358081186E1,-4.908385575E-1,-4.376125813E0,-1.521330476E-1,4.406193832E0
4.359021269E1,-4.993051291E-1,-4.347347736E0,-6.433629990E-2,4.376400017E0
4.360018108E1,-4.908620715E-1,-4.336026669E0,-1.070731282E-1,4.365035796E0
4.361030196E1,-4.420958459E-1,-4.249790668E0,-9.911894798E-3,4.272735389E0
4.362050550E1,-4.413575232E-1,-4.163518429E0,-6.564104557E-2,4.187360853E0
4.363072993E1,-4.482414424E-1,-4.066935539E0,-5.153530836E-2,4.091887212E0
4.364022691E1,-4.569130838E-1,-3.961514473E0,-7.844889164E-2,3.988548698E0
4.365004665E1,-4.414349794E-1,-3.704084396E0,-2.354353666E-2,3.730370002E0
4.366012519E1,-4.402986169E-1,-3.464600086E0,-7.918775082E-2,3.493363326E0
4.367051847E1,-4.606651366E-1,-3.274208546E0,-3.285509348E-2,3.306619637E0
4.368006915E1,-4.591040909E-1,-3.006026268E0,-5.991709232E-2,3.041473417E0
4.369071696E1,-4.223949909E-1,-2.614933491E0,-5.382812023E-2,2.649375805E0
4.370036102E1,-4.301167727E-1,-2.385077953E0,-5.231678486E-2,2.424115164E0
4.371012530E1,-4.400080442E-1,-2.099202156E0,-1.078876257E-1,2.147532657E0
4.372011217E1,-4.565953612E-1,-1.716092110E0,-1.632708907E-1,1.783285966E0
4.373037649E1,-4.192497134E-1,-1.400724411E0,-1.861832738E-1,1.473927885E0
4.374006446E1,-4.449290931E-1,-9.983778000E-1,-3.267648816E-1,1.140831020E0
4.375007873E1,-4.319605231E-1,-5.385284424E-1,-2.868618369E-1,7.475911251E-1
4.376035738E1,-4.853718579E-1,-1.170892715E-1,-2.749414444E-1,5.699899436E-1
4.377077998E1,-4.637794495E-1,3.816699982E-1,-1.996222138E-1,6.329394864E-1
4.378052342E1,-4.973217249E-1,7.646751404E-1,-1.700053811E-1,9.278786548E-1
4.379010222E1,-4.922264218E-1,1.176452637E0,-2.738988400E-1,1.304357402E0
4.380001045E1,-4.824940562E-1,1.543524742E0,-2.192434072E-1,1.631973289E0
4.381048274E1,-4.771613777E-1,1.897888184E0,-3.422901630E-1,1.986661796E0
4.382046847E1,-4.448924661E-1,2.186976433E0,-3.464110494E-1,2.258494153E0
4.383032545E1,-4.679737687E-1,2.742418289E0,-3.742069006E-1,2.807113878E0
4.384002498E1,-4.625920951E-1,2.742418289E0,-3.732296228E-1,2.806091565E0
4.385035628E1,-3.311940730E-1,3.233038902E0,-4.064279795E-1,3.275273082E0
4.386049649E1,-3.270981312E-1,3.233049393E0,-4.056907892E-1,3.274780386E0
4.387078425E1,-2.662126422E-1,3.578933716E0,-4.327582121E-1,3.614818859E0
4.388033061E1,-2.641427517E-1,3.579578400E0,-4.263346195E-1,3.614542035E0
4.389041352E1,-1.468468010E-1,3.723145485E0,-3.597385883E-1,3.743365883E0
4.390040983E1,-1.446284503E-1,3.847548485E0,-3.507496119E-1,3.866208999E0
4.391014259E1,-1.139398068E-1,3.847431183E0,-3.324471712E-1,3.863447956E0
4.392007457E1,-7.338308543E-2,3.849487305E0,-2.721225023E-1,3.859791217E0
4.393033274E1,-1.811077446E-2,3.801975250E0,-2.199510336E-1,3.808375278E0
4.394003155E1,2.045107633E-2,3.801760674E0,-2.219028473E-1,3.808286142E0
4.395042675E1,2.273381501E-2,3.430498123E0,-2.751963139E-1,3.441593702E0
4.396043993E1,2.279800922E-2,3.430386543E0,-2.762125731E-1,3.441564320E0
4.397017592E1,-9.065238759E-3,3.011834145E0,-1.813664436E-1,3.017303578E0
4.398067962E1,-8.863175288E-3,3.011664391E0,-1.828691959E-1,3.017224238E0
4.399540967E1,-1.224534363E-1,2.504016876E0,-2.218025923E-1,2.516801889E0
4.400003978E1,-1.212507039E-1,2.503923416E0,-1.938642263E-1,2.514342368E0
4.401079852E1,-8.586900681E-2,1.917584419E0,-1.308375597E-1,1.923959968E0
4.402008431E1,-1.137088314E-1,1.553599358E0,-1.122884750E-1,1.561796838E0
4.403032134E1,-9.387588501E-2,1.193923950E0,-4.016876221E-3,1.197615638E0
4.404009790E1,-1.027061716E-1,8.012399673E-1,-5.225563049E-2,8.094842147E-1
4.405040826E1,-1.162737608E-1,3.637943268E-1,-7.871961594E-2,3.899521478E-1
4.406055717E1,-1.059164703E-1,-6.704044342E-2,-1.161457300E-1,1.708875371E-1
4.407036832E1,-1.050363332E-1,-5.457715988E-1,-5.791938305E-2,5.587968542E-1
4.408047821E1,-5.854244530E-2,-9.556751251E-1,-4.503250122E-2,9.585249547E-1
4.409063035E1,-3.888495266E-2,-1.405683517E0,4.190707207E-2,1.406845547E0
4.410000425E1,-2.895610034E-2,-1.798274994E0,1.572334766E-1,1.805368044E0
