"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.421029447E1,7.022911310E-1,2.247306824E0,6.063693762E-2,2.355265936E0
1.422054119E1,6.659763455E-1,2.668263435E0,1.050901413E-1,2.752126122E0
1.423024479E1,5.750958323E-1,3.180575371E0,6.077134609E-2,3.232721464E0
1.424296416E1,5.112937093E-1,3.601530075E0,1.138488650E-1,3.639423265E0
1.425050994E1,4.101654291E-1,4.089503288E0,1.090162992E-1,4.111466573E0
1.426016140E1,3.100537658E-1,4.596669197E0,4.693251848E-2,4.607353221E0
1.427074687E1,1.994787902E-1,4.869075775E0,1.284039021E-2,4.873177153E0
1.428036416E1,6.372585893E-2,5.156060219E0,-1.153156757E-1,5.157743273E0
1.429039973E1,-1.600413024E-2,5.505501747E0,-2.213978171E-1,5.509974829E0
1.430007286E1,-1.302939504E-1,5.639499664E0,-4.043620825E-1,5.655478907E0
1.431051234E1,-2.089911401E-1,5.702132225E0,-4.965096116E-1,5.727522239E0
1.432046765E1,-2.546167672E-1,5.893834114E0,-6.673887968E-1,5.936962023E0
1.433038598E1,-3.191679418E-1,5.869146347E0,-7.529010177E-1,5.925842300E0
1.434028005E1,-2.306040674E-1,5.840760231E0,-8.548313975E-1,5.907486355E0
1.435035343E1,-2.685677111E-1,5.734779358E0,-8.130147457E-1,5.798345960E0
1.436039760E1,-2.178414464E-1,5.572231293E0,-7.815187573E-1,5.630984642E0
1.437024526E1,-2.573561668E-2,5.371276855E0,-6.744878888E-1,5.413521155E0
1.438048270E1,-5.152387917E-2,5.071137428E0,-5.634528995E-1,5.102604109E0
1.439315666E1,-1.263445616E-2,4.350274086E0,-3.694941998E-1,4.365955819E0
1.440017176E1,1.403044462E-1,4.350271225E0,-3.696175814E-1,4.368198968E0
1.441069479E1,9.773644805E-2,3.954314232E0,-3.077530265E-1,3.967475946E0
1.442004786E1,1.454031765E-1,3.504152298E0,-2.031599283E-1,3.513047020E0
1.443046260E1,6.367647648E-2,2.917904854E0,-2.693349123E-2,2.918723838E0
1.444049218E1,2.607792616E-2,2.515491486E0,5.711030960E-2,2.516274838E0
1.445032463E1,-4.824280739E-2,2.017354965E0,7.463681698E-2,2.019311536E0
1.446028760E1,-8.529824018E-2,1.490415573E0,1.681926847E-1,1.502299288E0
1.447024906E1,-2.363864779E-1,9.538383484E-1,2.614505291E-1,1.016878823E0
1.448009286E1,-3.432186246E-1,3.652172089E-1,1.590242982E-1,5.258054406E-1
1.449050734E1,-4.170985520E-1,-3.148374557E-1,-4.163432121E-2,5.242396802E-1
1.450008286E1,-5.233491063E-1,-9.876623154E-1,-3.141307831E-2,1.118194043E0
1.451044098E1,-5.873728991E-1,-1.571957588E0,4.571598768E-2,1.678733908E0
1.452021531E1,-6.228514910E-1,-2.146632195E0,8.359253407E-3,2.235183132E0
1.453026635E1,-7.348059416E-1,-2.642121315E0,3.107887506E-2,2.742573739E0
1.454030640E1,-6.938828230E-1,-3.015619278E0,-1.530158520E-2,3.094457487E0
1.455013630E1,-7.518290877E-1,-3.950641632E0,5.704689026E-2,4.021948611E0
1.456017161E1,-7.496376038E-1,-3.950614929E0,5.858993530E-2,4.021535482E0
1.457029916E1,-7.288966775E-1,-4.869828224E0,-1.592015028E-1,4.926648193E0
1.458035447E1,-8.247891665E-1,-4.854354858E0,-7.623422146E-2,4.924515196E0
1.459056791E1,-7.747145891E-1,-5.565130234E0,-4.710578918E-2,5.618992451E0
1.460027359E1,-7.735796571E-1,-5.564949989E0,-4.482889175E-2,5.618638937E0
1.461037088E1,-6.675871611E-1,-5.919069290E0,-8.080220222E-2,5.957145531E0
1.462029531E1,-7.996563315E-1,-5.903760910E0,3.077113628E-2,5.957750414E0
1.463026239E1,-7.785608768E-1,-6.213863850E0,1.418849230E-1,6.264055580E0
1.464030885E1,-6.730009317E-1,-6.213677883E0,1.627224684E-1,6.252135770E0
1.465038578E1,-7.066813111E-1,-6.109916687E0,6.469702721E-2,6.150989035E0
1.466044979E1,-6.873619556E-1,-6.052248955E0,1.240044832E-1,6.092418320E0
1.467026963E1,-5.534588099E-1,-5.831737518E0,1.258623600E-1,5.859293513E0
1.468231359E1,-5.556525588E-1,-5.654164314E0,9.714460373E-2,5.682232038E0
1.469056968E1,-5.272204280E-1,-5.443208218E0,9.909737110E-2,5.469579268E0
1.470031213E1,-5.159235001E-1,-5.109176159E0,1.297425032E-1,5.136797757E0
1.471046093E1,-4.492884278E-1,-4.773805618E0,2.745500803E-1,4.802755242E0
1.472094426E1,-3.846480846E-1,-4.301161289E0,4.192349315E-1,4.338628875E0
1.473079822E1,-3.658106327E-1,-3.822249413E0,3.716548681E-1,3.857659307E0
1.474006729E1,-2.925208807E-1,-3.392598629E0,3.459382057E-1,3.422713421E0
1.475040489E1,-3.687670827E-1,-2.904223442E0,3.267587423E-1,2.945721344E0
1.476015109E1,-4.537412524E-1,-2.425535679E0,3.073784113E-1,2.486681713E0
1.477049057E1,-3.815228343E-1,-1.964532852E0,2.845560312E-1,2.021366156E0
1.478008880E1,-5.032974482E-1,-1.370993614E0,1.314695477E-1,1.466361502E0
1.479014244E1,-4.489016235E-1,-7.368974686E-1,6.801319122E-2,8.655381799E-1
1.480002791E1,-5.292567015E-1,-1.581153870E-1,1.143646836E-1,5.640854656E-1
1.481080932E1,-6.857477427E-1,5.020980835E-1,1.793798208E-1,8.686366168E-1
1.482040864E1,-6.410827041E-1,1.116873741E0,1.862301826E-1,1.301182412E0
1.483017755E1,-7.954765558E-1,1.585551262E0,6.901502609E-2,1.775251765E0
1.484024015E1,-8.433356285E-1,2.176528931E0,-4.445886612E-2,2.334624115E0
1.485036098E1,-9.568306208E-1,2.664520264E0,-1.796425581E-1,2.836805337E0
1.486005119E1,-8.780367374E-1,3.181601524E0,-1.632071733E-1,3.304568558E0
1.487046536E1,-8.579375744E-1,3.612212181E0,-2.699356079E-1,3.722499020E0
1.488025302E1,-7.162723541E-1,3.996686935E0,-3.118618727E-1,4.072322479E0
1.489024406E1,-5.651033521E-1,4.379468918E0,-3.517080545E-1,4.429761659E0
1.490019052E1,-3.825359643E-1,4.744773865E0,-3.148394823E-1,4.770569850E0
1.491044650E1,-1.781032532E-1,5.108218193E0,-2.610855103E-1,5.117985885E0
1.492010385E1,5.230586231E-2,5.423790932E0,-2.651648521E-1,5.430520820E0
1.493048218E1,2.148982584E-1,5.663434982E0,-2.263617516E-1,5.672029328E0
1.494003135E1,4.031813741E-1,5.710711479E0,-1.081598997E-1,5.725947903E0
1.495048744E1,5.878901482E-1,5.651293755E0,-5.358469486E-2,5.682042524E0
1.496065781E1,7.013292909E-1,5.619270325E0,-7.111001015E-2,5.663313376E0
1.497040994E1,7.420161963E-1,5.561362267E0,-6.755185127E-2,5.611051733E0
1.498062244E1,7.660224438E-1,5.509472847E0,-1.692926884E-2,5.562496565E0
1.499042411E1,6.448315382E-1,5.489709854E0,8.113634586E-2,5.528047133E0
1.500034479E1,4.872783422E-1,5.326369286E0,2.700769901E-2,5.348680152E0
1.501023802E1,3.255961239E-1,4.842849731E0,-2.258598804E-3,4.853783211E0
1.502018552E1,3.219333887E-1,4.842369080E0,-7.160842419E-3,4.853064051E0
1.503106286E1,2.201223671E-1,4.288015366E0,-1.487379074E-1,4.296237028E0
1.504008119E1,5.598627031E-2,3.962166786E0,-1.509693861E-1,3.965437159E0
1.505065354E1,-1.445640326E-1,3.027868271E0,-1.951022744E-1,3.037589492E0
1.506034395E1,-1.441843212E-1,3.027801514E0,-1.959467530E-1,3.037559259E0
1.507042843E1,-1.452170312E-1,2.181604385E0,-2.512292862E-1,2.200818447E0
1.507998406E1,-1.448529065E-1,2.181655884E0,-2.508749366E-1,2.200805079E0
1.509014380E1,-5.121880770E-2,1.630945206E0,-1.111484766E-1,1.635530377E0
1.510038442E1,7.225623727E-2,1.085016251E0,-1.111004949E-1,1.093080303E0
1.511083619E1,2.961138487E-1,-1.672649384E-1,-2.771582603E-1,4.387227738E-1
1.512008442E1,2.941077948E-1,-1.671686172E-1,-2.751094699E-1,4.360389455E-1
1.513049609E1,4.936002195E-1,-1.440809250E0,-1.437818408E-1,1.529786158E0
1.514016937E1,4.910627902E-1,-1.440770149E0,-1.420174241E-1,1.528767554E0
1.515043348E1,7.690900564E-1,-2.361318111E0,3.806340694E-2,2.483701182E0
1.516005312E1,7.655528784E-1,-2.361388683E0,3.916698694E-2,2.482692445E0
1.517069119E1,8.899350762E-1,-3.310726643E0,1.562292576E-1,3.431807530E0
1.518082734E1,9.439957142E-1,-3.780063629E0,1.667674780E-1,3.899720546E0
1.519033900E1,9.791405797E-1,-4.278092861E0,1.392370462E-1,4.390920377E0
1.520031807E1,1.032560468E0,-4.717704773E0,1.108173132E-1,4.830652122E0
1.521023541E1,9.725493193E-1,-5.005032539E0,1.694624424E-1,5.101462576E0
1.522019708E1,9.321147203E-1,-5.445520878E0,4.660004377E-2,5.524916927E0
1.523057656E1,9.463229179E-1,-5.605361938E0,3.776204586E-2,5.684807428E0
1.524012687E1,8.967399597E-1,-5.758537292E0,3.939485550E-2,5.828073975E0
1.525064676E1,9.166230559E-1,-5.982371330E0,1.034508944E-1,6.053070844E0
1.526107650E1,8.006567359E-1,-6.087659836E0,1.048516631E-1,6.140980977E0
1.527032104E1,8.114992976E-1,-6.146656036E0,5.307012796E-2,6.200219994E0
1.528045604E1,6.865054965E-1,-6.175278187E0,4.507905245E-2,6.213483934E0
1.529045452E1,6.244684458E-1,-6.120285034E0,-2.321928740E-2,6.152104427E0
1.530033380E1,5.478442907E-1,-5.938136101E0,-5.954438448E-2,5.963651503E0
1.531180781E1,4.886612296E-1,-5.672648430E0,-1.587526798E-1,5.695869768E0
1.532003760E1,3.647845984E-1,-5.375459194E0,-1.848983169E-1,5.390994040E0
1.533037005E1,2.880075574E-1,-4.952372551E0,-1.297806501E-1,4.962437431E0
1.534035666E1,1.838771105E-1,-4.521109104E0,-3.369569778E-3,4.524848028E0
1.535006072E1,8.204150200E-2,-4.077612877E0,3.160405159E-2,4.078560579E0
1.536007197E1,3.579443693E-2,-3.636718750E0,-7.158273458E-2,3.637599290E0
1.537019202E1,-1.080006957E-1,-3.179296970E0,-1.528952718E-1,3.184803030E0
1.538002973E1,-6.788349152E-2,-2.757555962E0,-1.123768687E-1,2.760679556E0
1.539006135E1,-2.052975297E-1,-2.390854359E0,-1.374784112E-1,2.403587309E0
1.540036140E1,-7.938522100E-2,-1.997920036E0,-1.353581548E-1,2.004072932E0
1.541050619E1,1.215922236E-1,-1.566823959E0,-9.537243843E-2,1.574426210E0
1.542120697E1,-1.010566950E-2,-1.023694992E0,-2.433727384E-1,1.052275559E0
1.543046749E1,1.453150213E-1,-4.343576431E-1,-2.030976415E-1,5.010306074E-1
1.544027598E1,4.857816696E-1,2.743282318E-1,-1.160787344E-1,5.698368906E-1
1.545039541E1,7.754588127E-1,8.199911118E-1,7.417529821E-2,1.131027749E0
1.546026452E1,1.147563934E0,1.221882820E0,1.294916272E-1,1.681269964E0
1.547141098E1,9.335677624E-1,1.575215340E0,1.536703706E-1,1.837516453E0
1.548029749E1,9.980894923E-1,2.000109673E0,4.069972038E-2,2.235682850E0
1.549036645E1,1.102469563E0,2.431319237E0,3.830838203E-2,2.669872638E0
1.550013775E1,1.073947191E0,2.769949913E0,1.070176959E-1,2.972782851E0
1.551021989E1,9.407498240E-1,3.239449501E0,-3.901684284E-2,3.373509392E0
1.552008786E1,7.807592154E-1,3.785636902E0,-2.691538930E-1,3.874671021E0
1.553043531E1,5.972542763E-1,4.341603279E0,-2.725334764E-1,4.390957322E0
1.554003557E1,2.708204985E-1,4.983105659E0,-2.363770008E-1,4.996054427E0
1.555043895E1,-6.321811676E-2,5.280406952E0,-3.658512235E-1,5.293443230E0
1.556041781E1,-3.322229683E-1,5.453850746E0,-4.205304384E-1,5.480119151E0
1.557146567E1,-1.054968238E0,5.961182594E0,-5.545337200E-1,6.079158129E0
1.558004640E1,-9.614953399E-1,5.963409424E0,-5.198675990E-1,6.062754124E0
1.559041281E1,-1.185593486E0,6.107069969E0,-6.625651121E-1,6.256271098E0
1.560081630E1,-1.331582069E0,6.202996254E0,-7.847407460E-1,6.392659179E0
1.561026624E1,-1.277804971E0,5.992247581E0,-5.551673174E-1,6.152075046E0
1.562083484E1,-1.360455394E0,5.993097305E0,-5.604475141E-1,6.171074105E0
1.563021645E1,-9.648424387E-1,5.179496765E0,-2.678896189E-1,5.275402593E0
1.564013296E1,-9.527863860E-1,5.178975105E0,-2.702864408E-1,5.272820858E0
1.565057317E1,-4.483397007E-1,4.331447601E0,-2.657626867E-1,4.362691442E0
1.566051796E1,-4.416697025E-1,4.331022263E0,-2.670320868E-1,4.361666207E0
1.567092755E1,2.659485936E-1,3.344467163E0,-7.763534784E-2,3.355922601E0
1.568000828E1,-2.868860960E-2,3.360347748E0,-1.028274298E-1,3.362043055E0
1.569057046E1,4.287615418E-1,2.258967400E0,8.621311188E-2,2.300913487E0
1.570055812E1,5.403307676E-1,1.789690971E0,2.171558142E-1,1.882048820E0
1.571030531E1,4.421107173E-1,1.266818047E0,3.634318709E-1,1.390098045E0
1.572089520E1,3.822466135E-1,7.495727539E-1,3.886730671E-1,9.268433201E-1
1.573009926E1,2.450638413E-1,2.752065659E-1,2.707093358E-1,4.572510084E-1
1.574045676E1,8.149296045E-2,-3.471918106E-1,-6.750404835E-3,3.566914968E-1
1.575038083E1,-3.141391277E-2,-7.975797653E-1,-6.400704384E-2,8.007603996E-1
1.576066838E1,-3.174349070E-1,-1.314764977E0,2.287846804E-2,1.352736223E0
1.577011640E1,-4.783308208E-1,-1.784108162E0,5.236935616E-2,1.847859534E0
1.578003796E1,-5.350587964E-1,-2.332174778E0,1.759205461E-1,2.399223864E0
1.579053562E1,-6.483772993E-1,-2.801215172E0,2.186515927E-1,2.883575572E0
1.580003421E1,-7.986677289E-1,-3.347121716E0,1.527707577E-1,3.444478600E0
1.581014770E1,-7.853087187E-1,-3.756596565E0,2.877382636E-1,3.848573872E0
1.582169828E1,-8.113225698E-1,-4.130044460E0,2.028777599E-1,4.213866507E0
1.583009421E1,-8.304723501E-1,-4.537847042E0,2.629487514E-1,4.620701478E0
1.584026369E1,-8.184515834E-1,-4.987802505E0,1.689709425E-1,5.057330126E0
1.585087989E1,-8.149059415E-1,-5.300383091E0,2.026866674E-1,5.366489960E0
1.586048260E1,-7.363653779E-1,-5.549195290E0,2.044901848E-1,5.601572866E0
1.587095052E1,-7.004668117E-1,-5.784372330E0,2.734656334E-1,5.833043841E0
1.588028640E1,-6.797945499E-1,-6.033195496E0,3.037759066E-1,6.078967702E0
1.589015213E1,-5.255278945E-1,-6.061742783E0,3.053345680E-1,6.092137090E0
1.590029890E1,-5.490141511E-1,-6.123225212E0,3.282551765E-1,6.156545703E0
1.591052135E1,-4.334805012E-1,-6.180489063E0,3.298133612E-1,6.204444154E0
1.592047650E1,-3.565065563E-1,-6.023879051E0,3.347867727E-1,6.043699027E0
1.593034015E1,-2.702628374E-1,-5.870431900E0,3.363488913E-1,5.886267346E0
1.594009083E1,-2.115866542E-1,-5.648215294E0,2.358409166E-1,5.657095178E0
1.595031770E1,-1.259075999E-1,-5.437283039E0,3.331506252E-1,5.448934658E0
1.596016583E1,-3.112936020E-2,-5.092500210E0,3.475528955E-1,5.104441247E0
1.597097630E1,8.236497641E-2,-4.747517586E0,4.156138301E-1,4.766386689E0
1.598001593E1,1.652176380E-1,-4.425166607E0,3.907280564E-1,4.445454395E0
1.599033255E1,1.919329762E-1,-4.003582954E0,4.010060430E-1,4.028190734E0
1.600040984E1,2.756391764E-1,-3.601137161E0,3.728942871E-1,3.630869863E0
1.601021874E1,3.619959950E-1,-3.136481762E0,2.575420141E-1,3.167788950E0
1.602043885E1,3.305102587E-1,-2.647894859E0,2.770984173E-1,2.682791037E0
1.603042650E1,3.882633448E-1,-2.113209724E0,2.713134885E-1,2.165644194E0
1.604003109E1,2.520272732E-1,-1.586431503E0,2.137322426E-1,1.620482685E0
1.605019838E1,3.094999194E-1,-1.005175591E0,8.592998981E-2,1.055249796E0
1.606060145E1,1.454538852E-1,-3.731536865E-1,1.140819788E-1,4.164315122E-1
1.607025124E1,-7.412143797E-2,3.352880478E-1,1.887139678E-1,3.918226949E-1
1.608022275E1,-6.485189497E-2,7.936811447E-1,9.434837103E-2,8.018959676E-1
1.609017900E1,-2.825280428E-1,1.435044289E0,1.488744617E-1,1.470148908E0
1.610060890E1,-3.995344043E-1,2.035560608E0,5.675733089E-2,2.075176167E0
1.611058249E1,-5.476484895E-1,2.552472115E0,9.133791924E-2,2.612159141E0
1.612006390E1,-6.752357483E-1,3.078978539E0,4.907691479E-2,3.152532426E0
1.613043312E1,-6.446847916E-1,4.044667244E0,-1.421551108E-1,4.098189804E0
1.614014614E1,-6.388931274E-1,4.044596672E0,-1.450313926E-1,4.097313848E0
1.615048687E1,-5.757595301E-1,4.484024048E0,-1.003918052E-1,4.521951925E0
1.616071317E1,-4.545669854E-1,4.483246803E0,-8.682775497E-2,4.507069126E0
1.617042916E1,6.020724773E-2,5.153235435E0,-2.242715955E-1,5.158464705E0
1.618004192E1,-5.037420988E-2,5.152664185E0,-2.073060870E-1,5.157078783E0
1.619041963E1,6.019335389E-1,5.621511459E0,-3.061100841E-1,5.661927097E0
1.620000187E1,4.779781401E-1,5.621784210E0,-2.942537069E-1,5.649735043E0
1.621027416E1,9.641950727E-1,5.544941902E0,-3.635396957E-1,5.639877122E0
1.622004109E1,8.920086622E-1,5.544666290E0,-3.692777157E-1,5.628087575E0
1.623017609E1,1.128226995E0,5.324275017E0,-3.237439990E-1,5.452119843E0
1.624004718E1,1.115978837E0,5.199663162E0,-3.069206476E-1,5.326922756E0
1.625034307E1,9.905120730E-1,5.128528595E0,-2.712335587E-1,5.230342949E0
1.626038749E1,7.717332244E-1,4.917716980E0,-2.733092308E-1,4.985399723E0
1.627159755E1,7.047872543E-1,4.748564720E0,-3.205792904E-1,4.811274577E0
1.628008604E1,4.254074991E-1,4.439859390E0,-3.905532956E-1,4.477259745E0
1.629035994E1,1.552530378E-1,3.989776611E0,-3.899709582E-1,4.011794893E0
1.630038697E1,-1.406002045E-1,3.482295990E0,-3.890200853E-1,3.506777781E0
1.631009999E1,-3.767876327E-1,3.089601517E0,-1.601071358E-1,3.116607249E0
1.632004749E1,-3.387874365E-1,2.694754601E0,-2.334226966E-1,2.725979721E0
1.633025952E1,-4.071325064E-1,2.321403503E0,-2.063570023E-1,2.365851710E0
1.634008322E1,-4.897352755E-1,1.890561104E0,-1.108362079E-1,1.956104954E0
1.635049864E1,-4.698225558E-1,1.401675224E0,-3.209668398E-2,1.478667260E0
1.636057687E1,-3.999323547E-1,8.463315964E-1,-6.083542109E-2,9.380426471E-1
1.637037416E1,-2.734980881E-1,1.186809540E-1,-2.221137285E-1,3.717806900E-1
1.638002546E1,-2.608738542E-1,-6.589860916E-1,-3.620688915E-1,7.958716724E-1
1.639046682E1,-1.162799597E-1,-1.348337173E0,-2.354806662E-1,1.373675837E0
1.640177255E1,7.510164380E-2,-1.874949455E0,-1.285757422E-1,1.880852849E0
1.641030124E1,2.274238169E-1,-2.324960232E0,-1.269329190E-1,2.339502861E0
1.642003624E1,1.450356245E-1,-2.755535126E0,-5.010437965E-2,2.759804270E0
1.643083135E1,1.658973098E-1,-3.233494282E0,-4.043668509E-2,3.237999740E0
1.644026557E1,2.287456542E-1,-3.681387901E0,-2.352249622E-2,3.688562696E0
1.645062390E1,3.419303894E-1,-4.121739388E0,-8.869016171E-2,4.136848790E0
1.646013145E1,3.403093815E-1,-4.590789318E0,-1.917405725E-1,4.607376855E0
1.647093473E1,2.940391600E-1,-4.988982201E0,-2.215948105E-1,5.002550018E0
1.648032801E1,2.765103579E-1,-5.283971310E0,-1.613583565E-1,5.293661049E0
1.649032281E1,2.463297546E-1,-5.551893711E0,-1.496584415E-1,5.559370448E0
1.650044301E1,1.436261237E-1,-5.809431076E0,-7.528197765E-2,5.811693838E0
1.651056505E1,7.567450404E-2,-5.933721542E0,-1.402795315E-1,5.935861885E0
1.652027400E1,5.568337440E-2,-6.067593575E0,-1.382821798E-1,6.069424551E0
1.653037947E1,1.967346668E-2,-6.135196686E0,-1.055986881E-1,6.136136936E0
1.654013984E1,-1.051760316E-1,-6.135023117E0,-1.036994457E-1,6.136800813E0
1.655065406E1,-1.105411053E-1,-5.973685265E0,-1.975171566E-1,5.977971897E0
1.656075567E1,-1.871955842E-1,-5.916029930E0,-1.952428222E-1,5.922210067E0
1.657080760E1,-2.446578741E-1,-5.678574562E0,-1.596340537E-1,5.686083851E0
1.658049067E1,-3.684328496E-1,-5.496464252E0,-1.096764803E-1,5.509890287E0
1.659029697E1,-4.605134130E-1,-5.201361179E0,-5.586063862E-2,5.222006428E0
1.660039400E1,-4.877506196E-1,-4.808599472E0,-4.440444708E-2,4.833477144E0
1.661070202E1,-5.811893344E-1,-3.946619987E0,5.079925060E-3,3.989187408E0
1.662129109E1,-5.693464279E-1,-3.946552277E0,6.666898727E-3,3.987414535E0
1.663006359E1,-7.035818696E-1,-3.553534985E0,-4.878520966E-2,3.622846716E0
1.664042228E1,-7.485338449E-1,-3.045654297E0,-6.149524450E-2,3.136892519E0
1.665029249E1,-7.853973508E-1,-2.594492435E0,-3.675758839E-2,2.711012932E0
1.666030973E1,-7.807204723E-1,-2.125319481E0,2.690076828E-3,2.264180776E0
1.667018817E1,-7.290819883E-1,-1.652572632E0,2.108919621E-2,1.806378034E0
1.668003385E1,-6.669691801E-1,-1.145099640E0,-1.019196510E-1,1.329093182E0
1.669023010E1,-5.656783581E-1,-4.584636688E-1,-1.188948750E-1,7.377783758E-1
1.670039354E1,-3.992455006E-1,2.309293747E-1,-1.180071831E-1,4.760788181E-1
1.671014968E1,-3.563784063E-1,1.351648331E0,-1.113027334E-1,1.402264981E0
1.672044978E1,-1.718292832E-1,1.351466179E0,-1.113226414E-1,1.366886559E0
1.673014854E1,3.744453192E-2,2.250228882E0,-1.509073973E-1,2.255594191E0
1.674025937E1,3.886014223E-2,2.250077248E0,-1.513811350E-1,2.255498610E0
1.675047723E1,1.925843954E-1,3.063993454E0,-1.905519962E-1,3.075947772E0
1.676005385E1,1.987902522E-1,3.068267822E0,-1.379309893E-1,3.077793033E0
1.677111640E1,1.336884499E-1,3.891833305E0,-4.623632431E-1,3.921481716E0
1.678016020E1,6.977236271E-2,4.351387978E0,-4.995356202E-1,4.380522954E0
1.679037921E1,-6.658297777E-2,4.893855095E0,-3.913993239E-1,4.909933239E0
1.680046687E1,-2.224460542E-1,5.218795776E0,-3.265569806E-1,5.233732040E0
1.681014317E1,-3.600087166E-1,5.336008072E0,-2.988258004E-1,5.356480680E0
1.682023494E1,-4.993455410E-1,5.457549095E0,-2.962525487E-1,5.488347080E0
1.683039244E1,-6.795951128E-1,5.648225784E0,-2.332257032E-1,5.693742026E0
1.684069567E1,-7.423917651E-1,5.644281387E0,-2.798975110E-1,5.699771972E0
1.685055359E1,-8.355708122E-1,5.739407539E0,-3.117303848E-1,5.808283164E0
1.686002630E1,-8.417822719E-1,5.699100494E0,-2.504172325E-1,5.766372571E0
1.687059728E1,-8.305819631E-1,5.573944092E0,-1.686858535E-1,5.638011534E0
1.688003562E1,-7.415901423E-1,5.381242752E0,-6.337428093E-2,5.432471426E0
1.689041833E1,-6.186923385E-1,5.054965973E0,-1.785993576E-3,5.092687344E0
1.690010286E1,-4.469877183E-1,4.759122849E0,-4.669606686E-2,4.780295894E0
1.691075963E1,-2.612820268E-1,4.375642776E0,-9.798955917E-2,4.384531897E0
1.692024004E1,-8.001273870E-2,3.996495247E0,-2.374103069E-1,4.004340139E0
1.693026416E1,8.295628428E-2,3.575001717E0,-2.385203242E-1,3.583910011E0
1.694028104E1,2.727297246E-1,3.096078873E0,-1.632384062E-1,3.112351630E0
1.695039921E1,3.484739065E-1,2.527002335E0,-1.164510250E-1,2.553573125E0
1.696011244E1,4.220353365E-1,2.067276955E0,-5.080866814E-2,2.110528217E0
1.697033426E1,5.019589663E-1,1.582880020E0,8.162444830E-2,1.662568649E0
1.698003952E1,4.982929230E-1,1.103970528E0,1.180563569E-1,1.216956888E0
1.699036781E1,5.155642629E-1,5.034923553E-1,8.214116096E-2,7.252987187E-1
1.700068588E1,5.058634281E-1,-5.001068115E-2,-9.470117092E-2,5.170756114E-1
1.701016728E1,3.691737950E-1,-6.243600845E-1,-1.887079477E-1,7.494834859E-1
1.702045728E1,2.429502606E-1,-1.141283989E0,-1.200891733E-1,1.173019771E0
1.703036281E1,2.841079831E-1,-1.685250282E0,1.206512451E-1,1.713284151E0
1.704044624E1,1.395922154E-1,-2.231094837E0,2.166772485E-1,2.245933924E0
1.705035864E1,2.162710428E-1,-2.696799278E0,2.888182402E-1,2.720829926E0
1.706063140E1,1.296408325E-1,-3.156437397E0,2.892657518E-1,3.172314370E0
1.707061541E1,1.487646252E-2,-3.625628471E0,3.090119362E-1,3.638803581E0
1.708007926E1,-8.031710982E-2,-4.085189819E0,2.621017098E-1,4.094377120E0
1.709023286E1,1.611068249E-1,-4.410964489E0,2.882487178E-1,4.423307637E0
1.710029036E1,1.682044864E-1,-4.865886688E0,2.560105920E-1,4.875519196E0
1.711077166E1,1.303111911E-1,-5.152987957E0,2.287638187E-1,5.159709176E0
1.712112692E1,1.975528598E-1,-5.459249973E0,2.302635908E-1,5.467673978E0
1.713035234E1,2.875005603E-1,-5.651435852E0,2.793204188E-1,5.665633562E0
1.714021406E1,2.877187133E-1,-5.804477692E0,2.902768254E-1,5.818849024E0
1.715034333E1,3.244825900E-1,-6.001502991E0,2.989673018E-1,6.017699606E0
1.716025984E1,3.247034252E-1,-6.001291275E0,2.430858612E-1,6.014982961E0
1.717016994E1,3.936922252E-1,-5.997644424E0,1.977384090E-1,6.013803513E0
1.718043208E1,4.414746761E-1,-5.920818329E0,2.186037302E-1,5.941277402E0
1.719009525E1,4.091854990E-1,-5.805624962E0,1.747806072E-1,5.822650791E0
1.720068083E1,4.091072977E-1,-5.623424530E0,1.766752005E-1,5.641053656E0
1.721021504E1,4.757627845E-1,-5.402934551E0,1.594814062E-1,5.426185245E0
1.722006390E1,4.842055142E-1,-5.101010799E0,1.449297667E-1,5.125989738E0
1.723043458E1,5.118628144E-1,-4.315546513E0,1.467921734E-1,4.348274737E0
1.724018343E1,4.596744180E-1,-4.321973324E0,1.218758821E-1,4.348057924E0
1.725044202E1,4.964146316E-1,-3.479059696E0,6.640565395E-2,3.514924404E0
1.726232650E1,5.612535477E-1,-3.028853416E0,6.820273399E-2,3.081170261E0
1.727015630E1,5.222388506E-1,-2.580943584E0,1.117336750E-2,2.633273257E0
1.728040004E1,4.784324169E-1,-2.587683201E0,-2.818226814E-2,2.631690743E0
1.729047656E1,5.421851277E-1,-1.668326378E0,3.043484688E-2,1.754481090E0
1.730056937E1,5.007151961E-1,-1.134299278E0,-9.740328789E-2,1.243719406E0
1.731044374E1,5.633462667E-1,-5.023260117E-1,-2.966475487E-2,7.553611295E-1
1.732005624E1,4.920429587E-1,1.563224792E-1,7.127946615E-2,5.211753573E-1
1.733071494E1,5.917597413E-1,7.496871948E-1,1.838735342E-1,9.726355731E-1
1.734042390E1,4.885274768E-1,1.266061783E0,1.388234496E-1,1.364127371E0
1.735054218E1,4.927347004E-1,1.801923752E0,2.022563219E-1,1.878995559E0
1.736164119E1,4.871508479E-1,2.299474716E0,1.507492661E-1,2.355339734E0
1.737018197E1,3.977132440E-1,2.676245689E0,8.760845661E-2,2.707054129E0
1.738005390E1,3.222213387E-1,3.105169296E0,6.748712063E-2,3.122572251E0
